,sentence,Mot,Label
43925,2979,Untreated,O
43926,2979,chronic,B-Condition
43927,2979,constipation,I-Condition
43928,2980,Active,O
43929,2980,symptomatic,O
43930,2980,urinary,B-Condition
43931,2980,infection,I-Condition
43932,2981,Men,B-Person
43933,2981,18,B-Person
43934,2981,years,I-Person
43935,2981,or,I-Person
43936,2981,older,I-Person
43937,2982,ONB,B-Condition
43938,2982,within,O
43939,2982,1,O
43940,2982,year,O
43941,2982,post,O
43942,2982,-,O
43943,2982,surgery,B-Procedure
43944,2982,.,O
43945,2983,A,O
43946,2983,history,B-Observation
43947,2983,of,O
43948,2983,life,O
43949,2983,-,O
43950,2983,threatening,O
43951,2983,asthma,B-Condition
43952,2983,defined,O
43953,2983,for,O
43954,2983,this,O
43955,2983,protocol,O
43956,2983,as,O
43957,2983,an,O
43958,2983,asthma,B-Condition
43959,2983,episode,I-Condition
43960,2983,that,O
43961,2983,required,O
43962,2983,intubation,B-Procedure
43963,2983,",",O
43964,2983,hypercapnea,B-Condition
43965,2983,requiring,O
43966,2983,non,O
43967,2983,-,O
43968,2983,invasive,O
43969,2983,ventilatory,O
43970,2983,support,O
43971,2983,",",O
43972,2983,respiratory,B-Condition
43973,2983,arrest,I-Condition
43974,2983,",",O
43975,2983,hypoxic,B-Condition
43976,2983,seizures,I-Condition
43977,2983,or,O
43978,2983,asthma,B-Condition
43979,2983,-,I-Condition
43980,2983,related,I-Condition
43981,2983,syncopal,I-Condition
43982,2983,episode(s,I-Condition
43983,2983,),O
43984,2983,.,O
43985,2984,Subjects,O
43986,2984,with,O
43987,2984,a,O
43988,2984,history,B-Observation
43989,2984,of,O
43990,2984,asthma,B-Condition
43991,2984,exacerbation,I-Condition
43992,2984,requiring,O
43993,2984,the,O
43994,2984,use,O
43995,2984,of,O
43996,2984,systemic,B-Drug
43997,2984,corticosteroids,I-Drug
43998,2984,(,O
43999,2984,tablets,O
44000,2984,",",O
44001,2984,suspension,O
44002,2984,",",O
44003,2984,or,O
44004,2984,injection,O
44005,2984,),O
44006,2984,for,O
44007,2984,at,O
44008,2984,least,O
44009,2984,3,O
44010,2984,days,O
44011,2984,or,O
44012,2984,a,O
44013,2984,depot,B-Drug
44014,2984,corticosteroid,I-Drug
44015,2984,injection,I-Drug
44016,2984,or,O
44017,2984,emergency,B-Procedure
44018,2984,room,I-Procedure
44019,2984,attendance,I-Procedure
44020,2984,(,O
44021,2984,within,O
44022,2984,3,O
44023,2984,months,O
44024,2984,),O
44025,2984,or,O
44026,2984,requiring,O
44027,2984,hospitalization,B-Procedure
44028,2984,for,O
44029,2984,asthma,B-Condition
44030,2984,(,O
44031,2984,within,O
44032,2984,6,O
44033,2984,months,O
44034,2984,),O
44035,2984,prior,O
44036,2984,to,O
44037,2984,screening,O
44038,2984,.,O
44039,2985,Significant,O
44040,2985,",",O
44041,2985,non,O
44042,2985,-,O
44043,2985,reversible,O
44044,2985,active,O
44045,2985,pulmonary,B-Condition
44046,2985,disease,I-Condition
44047,2985,(,O
44048,2985,e.g.,O
44049,2985,cystic,B-Condition
44050,2985,fibrosis,I-Condition
44051,2985,",",O
44052,2985,bronchiectasis,B-Condition
44053,2985,",",O
44054,2985,tuberculosis,B-Condition
44055,2985,),O
44056,2985,.,O
44057,2986,Culture,B-Procedure
44058,2986,-,O
44059,2986,documented,O
44060,2986,or,O
44061,2986,suspected,B-Observation
44062,2986,bacterial,B-Condition
44063,2986,or,I-Condition
44064,2986,viral,I-Condition
44065,2986,infection,I-Condition
44066,2986,of,I-Condition
44067,2986,the,I-Condition
44068,2986,upper,I-Condition
44069,2986,or,I-Condition
44070,2986,lower,I-Condition
44071,2986,respiratory,I-Condition
44072,2986,tract,I-Condition
44073,2986,",",I-Condition
44074,2986,sinus,I-Condition
44075,2986,or,I-Condition
44076,2986,middle,I-Condition
44077,2986,ear,I-Condition
44078,2986,that,O
44079,2986,is,O
44080,2986,not,O
44081,2986,resolved,O
44082,2986,within,O
44083,2986,4,O
44084,2986,weeks,O
44085,2986,of,O
44086,2986,Visit,O
44087,2986,1,O
44088,2986,and,O
44089,2986,led,O
44090,2986,to,O
44091,2986,a,O
44092,2986,change,B-Observation
44093,2986,in,I-Observation
44094,2986,asthma,I-Observation
44095,2986,management,I-Observation
44096,2986,or,O
44097,2986,",",O
44098,2986,in,O
44099,2986,the,O
44100,2986,opinion,O
44101,2986,of,O
44102,2986,the,O
44103,2986,Investigator,O
44104,2986,",",O
44105,2986,is,O
44106,2986,expected,O
44107,2986,to,O
44108,2986,affect,O
44109,2986,the,O
44110,2986,subject,O
44111,2986,'s,O
44112,2986,asthma,O
44113,2986,status,O
44114,2986,or,O
44115,2986,the,O
44116,2986,subject,O
44117,2986,'s,O
44118,2986,ability,O
44119,2986,to,O
44120,2986,participate,O
44121,2986,in,O
44122,2986,the,O
44123,2986,study,O
44124,2986,.,O
44125,2987,Any,O
44126,2987,fracture,B-Condition
44127,2987,in,I-Condition
44128,2987,the,I-Condition
44129,2987,leg,I-Condition
44130,2987,to,O
44131,2987,be,O
44132,2987,measured,O
44133,2987,within,O
44134,2987,6,O
44135,2987,months,O
44136,2987,prior,O
44137,2987,to,O
44138,2987,the,O
44139,2987,screening,O
44140,2987,visit,O
44141,2987,.,O
44142,2988,Any,O
44143,2988,metabolic,B-Condition
44144,2988,disorders,I-Condition
44145,2988,or,O
44146,2988,other,B-Condition
44147,2988,diseases,I-Condition
44148,2988,that,O
44149,2988,may,O
44150,2988,impact,O
44151,2988,on,O
44152,2988,normal,O
44153,2988,growth,O
44154,2988,patterns,O
44155,2988,.,O
44156,2989,No,O
44157,2989,major,B-Condition
44158,2989,surgery,I-Condition
44159,2989,requiring,O
44160,2989,general,B-Procedure
44161,2989,anaesthesia,I-Procedure
44162,2989,for,O
44163,2989,at,O
44164,2989,least,O
44165,2989,3,O
44166,2989,months,O
44167,2989,prior,O
44168,2989,to,O
44169,2989,the,O
44170,2989,screening,O
44171,2989,visit,O
44172,2989,.,O
44173,2990,No,O
44174,2990,febrile,B-Condition
44175,2990,illnesses,I-Condition
44176,2990,with,O
44177,2990,temperature,O
44178,2990,>,O
44179,2990,39,O
44180,2990,degree,O
44181,2990,celsius,O
44182,2990,for,O
44183,2990,more,O
44184,2990,than,O
44185,2990,five,O
44186,2990,consecutive,O
44187,2990,days,O
44188,2990,within,O
44189,2990,the,O
44190,2990,week,O
44191,2990,preceding,O
44192,2990,the,O
44193,2990,Screening,O
44194,2990,Visit,O
44195,2990,.,O
44196,2991,Any,O
44197,2991,significant,O
44198,2991,abnormality,B-Condition
44199,2991,or,O
44200,2991,medical,B-Condition
44201,2991,condition,I-Condition
44202,2991,identified,O
44203,2991,at,O
44204,2991,the,O
44205,2991,screening,O
44206,2991,medical,O
44207,2991,assessment,O
44208,2991,(,O
44209,2991,including,O
44210,2991,serious,O
44211,2991,psychological,O
44212,2991,disorder,O
44213,2991,),O
44214,2991,that,O
44215,2991,in,O
44216,2991,the,O
44217,2991,Investigator,O
44218,2991,'s,O
44219,2991,opinion,O
44220,2991,",",O
44221,2991,preclude,O
44222,2991,entry,O
44223,2991,into,O
44224,2991,the,O
44225,2991,study,O
44226,2991,due,O
44227,2991,to,O
44228,2991,risk,O
44229,2991,to,O
44230,2991,the,O
44231,2991,subject,O
44232,2991,or,O
44233,2991,that,O
44234,2991,may,O
44235,2991,interfere,O
44236,2991,with,O
44237,2991,the,O
44238,2991,outcome,O
44239,2991,of,O
44240,2991,the,O
44241,2991,study,O
44242,2991,.,O
44243,2992,Clinical,O
44244,2992,visual,B-Condition
44245,2992,evidence,I-Condition
44246,2992,of,O
44247,2992,candidiasis,B-Condition
44248,2992,at,O
44249,2992,Visit,O
44250,2992,1,O
44251,2992,(,O
44252,2992,Screening,O
44253,2992,),O
44254,2992,.,O
44255,2993,Use,O
44256,2993,of,O
44257,2993,any,O
44258,2993,of,O
44259,2993,the,O
44260,2993,prohibited,B-Drug
44261,2993,medications,I-Drug
44262,2993,listed,I-Drug
44263,2993,in,I-Drug
44264,2993,protocol,I-Drug
44265,2993,.,O
44266,2994,Strenuous,B-Condition
44267,2994,physical,I-Condition
44268,2994,exercise,I-Condition
44269,2994,within,O
44270,2994,3,O
44271,2994,hours,O
44272,2994,of,O
44273,2994,Visit,O
44274,2994,1,O
44275,2994,(,O
44276,2994,Screening,O
44277,2994,),O
44278,2995,Drug,B-Condition
44279,2995,allergies,I-Condition
44280,2995,:,O
44281,2995,Any,O
44282,2995,adverse,B-Condition
44283,2995,reaction,I-Condition
44284,2995,including,O
44285,2995,immediate,B-Condition
44286,2995,or,I-Condition
44287,2995,delayed,I-Condition
44288,2995,hypersensitivity,I-Condition
44289,2995,to,O
44290,2995,any,O
44291,2995,intranasal,B-Drug
44292,2995,",",I-Drug
44293,2995,inhaled,I-Drug
44294,2995,",",I-Drug
44295,2995,or,I-Drug
44296,2995,systemic,I-Drug
44297,2995,corticosteroid,I-Drug
44298,2995,therapy,O
44299,2995,.,O
44300,2995,Known,O
44301,2995,or,O
44302,2995,suspected,O
44303,2995,sensitivity,B-Condition
44304,2995,to,O
44305,2995,the,O
44306,2995,constituents,B-Drug
44307,2995,of,I-Drug
44308,2995,the,I-Drug
44309,2995,ELLIPTA,I-Drug
44310,2995,Inhaler,I-Drug
44311,2995,(,O
44312,2995,i.e.,O
44313,2995,",",O
44314,2995,lactose,B-Drug
44315,2995,",",O
44316,2995,FF,B-Drug
44317,2995,),O
44318,2995,.,O
44319,2996,Milk,B-Condition
44320,2996,Protein,I-Condition
44321,2996,Allergy,I-Condition
44322,2996,:,O
44323,2996,History,O
44324,2996,of,O
44325,2996,severe,O
44326,2996,milk,B-Condition
44327,2996,protein,I-Condition
44328,2996,allergy,I-Condition
44329,2996,.,O
44330,2997,The,O
44331,2997,subject,O
44332,2997,has,O
44333,2997,participated,O
44334,2997,in,O
44335,2997,a,O
44336,2997,clinical,O
44337,2997,trial,O
44338,2997,and,O
44339,2997,has,O
44340,2997,received,O
44341,2997,an,O
44342,2997,investigational,O
44343,2997,product,O
44344,2997,within,O
44345,2997,the,O
44346,2997,following,O
44347,2997,time,O
44348,2997,period,O
44349,2997,prior,O
44350,2997,to,O
44351,2997,the,O
44352,2997,first,O
44353,2997,dosing,O
44354,2997,day,O
44355,2997,in,O
44356,2997,the,O
44357,2997,current,O
44358,2997,study,O
44359,2997,:,O
44360,2997,30,O
44361,2997,days,O
44362,2997,",",O
44363,2997,5,O
44364,2997,half,O
44365,2997,-,O
44366,2997,lives,O
44367,2997,or,O
44368,2997,twice,O
44369,2997,the,O
44370,2997,duration,O
44371,2997,of,O
44372,2997,the,O
44373,2997,biological,O
44374,2997,effect,O
44375,2997,of,O
44376,2997,the,O
44377,2997,investigational,O
44378,2997,product,O
44379,2997,(,O
44380,2997,whichever,O
44381,2997,is,O
44382,2997,longer,O
44383,2997,),O
44384,2997,.,O
44385,2998,Exposure,O
44386,2998,to,O
44387,2998,more,O
44388,2998,than,O
44389,2998,4,O
44390,2998,investigational,B-Drug
44391,2998,medicinal,I-Drug
44392,2998,products,I-Drug
44393,2998,within,O
44394,2998,12,O
44395,2998,months,O
44396,2998,prior,O
44397,2998,to,O
44398,2998,the,O
44399,2998,first,O
44400,2998,dosing,O
44401,2998,day,O
44402,2998,.,O
44403,2999,Unable,B-Condition
44404,2999,to,I-Condition
44405,2999,use,I-Condition
44406,2999,the,I-Condition
44407,2999,ELLIPTA,I-Condition
44408,2999,inhaler,I-Condition
44409,2999,and,I-Condition
44410,2999,peak,I-Condition
44411,2999,flow,I-Condition
44412,2999,meter,I-Condition
44413,2999,correctly,I-Condition
44414,2999,.,I-Condition
44415,3000,An,O
44416,3000,affiliation,O
44417,3000,with,O
44418,3000,the,O
44419,3000,Investigator,O
44420,3000,site,O
44421,3000,:,O
44422,3000,the,O
44423,3000,parents,O
44424,3000,/,O
44425,3000,guardians,O
44426,3000,or,O
44427,3000,child,O
44428,3000,is,O
44429,3000,an,O
44430,3000,immediate,O
44431,3000,family,O
44432,3000,member,O
44433,3000,of,O
44434,3000,the,O
44435,3000,participating,O
44436,3000,Investigator,O
44437,3000,",",O
44438,3000,sub,O
44439,3000,-,O
44440,3000,Investigator,O
44441,3000,",",O
44442,3000,study,O
44443,3000,coordinator,O
44444,3000,",",O
44445,3000,or,O
44446,3000,employee,O
44447,3000,of,O
44448,3000,the,O
44449,3000,participating,O
44450,3000,Investigator,O
44451,3000,.,O
44452,3001,The,O
44453,3001,Parent,O
44454,3001,or,O
44455,3001,Guardian,O
44456,3001,has,O
44457,3001,a,O
44458,3001,history,O
44459,3001,of,O
44460,3001,psychiatric,O
44461,3001,disease,O
44462,3001,",",O
44463,3001,intellectual,O
44464,3001,deficiency,O
44465,3001,",",O
44466,3001,substance,O
44467,3001,abuse,O
44468,3001,or,O
44469,3001,other,O
44470,3001,condition,O
44471,3001,(,O
44472,3001,e.g.,O
44473,3001,inability,O
44474,3001,to,O
44475,3001,read,O
44476,3001,",",O
44477,3001,comprehend,O
44478,3001,or,O
44479,3001,write,O
44480,3001,),O
44481,3001,which,O
44482,3001,may,O
44483,3001,affect,O
44484,3001,:,O
44485,3001,validity,O
44486,3001,of,O
44487,3001,consent,O
44488,3001,to,O
44489,3001,participate,O
44490,3001,in,O
44491,3001,the,O
44492,3001,study,O
44493,3001,;,O
44494,3001,adequate,O
44495,3001,supervision,O
44496,3001,of,O
44497,3001,the,O
44498,3001,subject,O
44499,3001,during,O
44500,3001,the,O
44501,3001,study,O
44502,3001,;,O
44503,3001,compliance,O
44504,3001,of,O
44505,3001,subject,O
44506,3001,with,O
44507,3001,study,O
44508,3001,medication,O
44509,3001,and,O
44510,3001,study,O
44511,3001,procedures,O
44512,3001,(,O
44513,3001,e.g.,O
44514,3001,completion,O
44515,3001,of,O
44516,3001,daily,O
44517,3001,diary,O
44518,3001,",",O
44519,3001,attending,O
44520,3001,scheduled,O
44521,3001,clinic,O
44522,3001,visits,O
44523,3001,),O
44524,3001,;,O
44525,3001,subject,O
44526,3001,safety,O
44527,3001,and,O
44528,3001,well,O
44529,3001,-,O
44530,3001,being,O
44531,3001,.,O
44532,3002,Children,O
44533,3002,in,O
44534,3002,care,O
44535,3002,:,O
44536,3002,Children,O
44537,3002,who,O
44538,3002,are,O
44539,3002,wards,O
44540,3002,of,O
44541,3002,the,O
44542,3002,government,O
44543,3002,or,O
44544,3002,state,O
44545,3002,are,O
44546,3002,not,O
44547,3002,eligible,O
44548,3002,for,O
44549,3002,participation,O
44550,3002,in,O
44551,3002,this,O
44552,3002,study,O
44553,3002,.,O
44554,3003,Aged,B-Person
44555,3003,5,O
44556,3003,years,O
44557,3003,to,O
44558,3003,less,O
44559,3003,than,O
44560,3003,12,O
44561,3003,years,O
44562,3003,at,O
44563,3003,Visit,O
44564,3003,1,O
44565,3003,.,O
44566,3003,At,O
44567,3003,least,O
44568,3003,15,O
44569,3003,(,O
44570,3003,25,O
44571,3003,%,O
44572,3003,),O
44573,3003,children,O
44574,3003,of,O
44575,3003,the,O
44576,3003,total,O
44577,3003,study,O
44578,3003,population,O
44579,3003,must,O
44580,3003,be,O
44581,3003,aged,O
44582,3003,5,O
44583,3003,to,O
44584,3003,less,O
44585,3003,than,O
44586,3003,8,O
44587,3003,years,O
44588,3003,.,O
44589,3004,Male,B-Person
44590,3004,or,O
44591,3004,pre,B-Person
44592,3004,-,I-Person
44593,3004,menarchial,I-Person
44594,3004,female,B-Person
44595,3004,subjects,O
44596,3004,.,O
44597,3005,Subjects,O
44598,3005,must,O
44599,3005,be,O
44600,3005,pre,B-Person
44601,3005,-,I-Person
44602,3005,adolescent,I-Person
44603,3005,without,O
44604,3005,any,O
44605,3005,signs,B-Condition
44606,3005,of,I-Condition
44607,3005,puberty,I-Condition
44608,3005,(,O
44609,3005,Tanner,O
44610,3005,Stage,O
44611,3005,1,O
44612,3005,),O
44613,3005,.,O
44614,3006,Normal,O
44615,3006,range,O
44616,3006,for,O
44617,3006,their,O
44618,3006,height,O
44619,3006,and,O
44620,3006,weight,O
44621,3006,.,O
44622,3006,Weight,O
44623,3006,and,O
44624,3006,height,O
44625,3006,measurements,O
44626,3006,should,O
44627,3006,fall,O
44628,3006,within,O
44629,3006,the,O
44630,3006,percentile,O
44631,3006,range,O
44632,3006,3,O
44633,3006,-,O
44634,3006,97,O
44635,3006,%,O
44636,3006,of,O
44637,3006,normal,O
44638,3006,values,O
44639,3006,for,O
44640,3006,age,O
44641,3006,according,O
44642,3006,to,O
44643,3006,Danish,O
44644,3006,growth,O
44645,3006,charts,O
44646,3006,.,O
44647,3007,Have,O
44648,3007,a,O
44649,3007,documented,O
44650,3007,diagnosis,O
44651,3007,of,O
44652,3007,persistent,B-Condition
44653,3007,asthma,I-Condition
44654,3007,",",O
44655,3007,as,O
44656,3007,defined,O
44657,3007,by,O
44658,3007,the,O
44659,3007,National,O
44660,3007,Institutes,O
44661,3007,of,O
44662,3007,Health,O
44663,3007,for,O
44664,3007,at,O
44665,3007,least,O
44666,3007,3,O
44667,3007,months,O
44668,3007,prior,O
44669,3007,to,O
44670,3007,the,O
44671,3007,Screening,O
44672,3007,Visit,O
44673,3007,.,O
44674,3008,A,O
44675,3008,pre,O
44676,3008,-,O
44677,3008,bronchodilatory,O
44678,3008,forced,O
44679,3008,expiratory,O
44680,3008,flow,O
44681,3008,in,O
44682,3008,1,O
44683,3008,second,O
44684,3008,(,O
44685,3008,FEV1,O
44686,3008,),O
44687,3008,at,O
44688,3008,Visit,O
44689,3008,1,O
44690,3008,(,O
44691,3008,Screening,O
44692,3008,),O
44693,3008,>,O
44694,3008,=,O
44695,3008,80,O
44696,3008,%,O
44697,3008,predicted,O
44698,3008,.,O
44699,3008,There,O
44700,3008,should,O
44701,3008,be,O
44702,3008,no,O
44703,3008,Short,B-Drug
44704,3008,acting,I-Drug
44705,3008,beta,I-Drug
44706,3008,-,I-Drug
44707,3008,agonist,I-Drug
44708,3008,(,I-Drug
44709,3008,SABA,I-Drug
44710,3008,),I-Drug
44711,3008,use,O
44712,3008,within,O
44713,3008,4,O
44714,3008,hours,O
44715,3008,of,O
44716,3008,this,O
44717,3008,measurement,O
44718,3008,.,O
44719,3009,Using,O
44720,3009,one,O
44721,3009,of,O
44722,3009,the,O
44723,3009,following,O
44724,3009,asthma,B-Procedure
44725,3009,therapies,I-Procedure
44726,3009,prior,O
44727,3009,to,O
44728,3009,entry,O
44729,3009,into,O
44730,3009,the,O
44731,3009,study,O
44732,3009,:,O
44733,3009,SABA,B-Drug
44734,3009,inhaler,I-Drug
44735,3009,alone,O
44736,3009,(,O
44737,3009,e.g.,O
44738,3009,salbutamol,B-Drug
44739,3009,),O
44740,3009,on,O
44741,3009,an,O
44742,3009,as,O
44743,3009,required,O
44744,3009,basis,O
44745,3009,and/or,O
44746,3009,Regular,O
44747,3009,non,O
44748,3009,-,O
44749,3009,inhaled,O
44750,3009,corticosteroid,O
44751,3009,(,O
44752,3009,ICS,O
44753,3009,),O
44754,3009,controller,O
44755,3009,medications,O
44756,3009,for,O
44757,3009,asthma,O
44758,3009,(,O
44759,3009,e.g.,O
44760,3009,cromones,B-Drug
44761,3009,or,O
44762,3009,leukotriene,B-Drug
44763,3009,receptor,I-Drug
44764,3009,antagonists,I-Drug
44765,3009,),O
44766,3009,and/or,O
44767,3009,Previously,O
44768,3009,treated,O
44769,3009,with,O
44770,3009,ICS,B-Drug
44771,3009,(,O
44772,3009,equipotent,O
44773,3009,to,O
44774,3009,inhaled,O
44775,3009,budesonide,B-Drug
44776,3009,<,O
44777,3009,=,O
44778,3009,400,O
44779,3009,micrograms,O
44780,3009,(,O
44781,3009,mcg,O
44782,3009,),O
44783,3009,total,O
44784,3009,daily,O
44785,3009,dose,O
44786,3009,),O
44787,3009,.,O
44788,3009,There,O
44789,3009,must,O
44790,3009,be,O
44791,3009,no,O
44792,3009,ICS,B-Procedure
44793,3009,use,O
44794,3009,within,O
44795,3009,2,O
44796,3009,weeks,O
44797,3009,of,O
44798,3009,Visit,O
44799,3009,1,O
44800,3009,(,O
44801,3009,Screening,O
44802,3009,),O
44803,3009,.,O
44804,3010,Able,O
44805,3010,to,O
44806,3010,replace,O
44807,3010,their,O
44808,3010,current,O
44809,3010,SABA,B-Drug
44810,3010,treatment,O
44811,3010,with,O
44812,3010,study,O
44813,3010,supplied,O
44814,3010,rescue,B-Drug
44815,3010,SABA,I-Drug
44816,3010,provided,O
44817,3010,at,O
44818,3010,Visit,O
44819,3010,1,O
44820,3010,for,O
44821,3010,use,O
44822,3010,as,O
44823,3010,needed,O
44824,3010,for,O
44825,3010,the,O
44826,3010,duration,O
44827,3010,of,O
44828,3010,the,O
44829,3010,study,O
44830,3010,.,O
44831,3011,Written,O
44832,3011,informed,O
44833,3011,consent,O
44834,3011,from,O
44835,3011,at,O
44836,3011,least,O
44837,3011,one,O
44838,3011,parent,O
44839,3011,/,O
44840,3011,care,O
44841,3011,giver,O
44842,3011,(,O
44843,3011,legal,O
44844,3011,guardian,O
44845,3011,),O
44846,3011,and,O
44847,3011,accompanying,O
44848,3011,informed,O
44849,3011,assent,O
44850,3011,from,O
44851,3011,the,O
44852,3011,subject,O
44853,3011,(,O
44854,3011,where,O
44855,3011,the,O
44856,3011,subject,O
44857,3011,is,O
44858,3011,able,O
44859,3011,to,O
44860,3011,provide,O
44861,3011,assent,O
44862,3011,),O
44863,3011,prior,O
44864,3011,to,O
44865,3011,admission,O
44866,3011,to,O
44867,3011,the,O
44868,3011,study,O
44869,3011,:,O
44870,3011,(,O
44871,3011,1,O
44872,3011,),O
44873,3011,If,O
44874,3011,applicable,O
44875,3011,",",O
44876,3011,subject,O
44877,3011,must,O
44878,3011,be,O
44879,3011,able,O
44880,3011,and,O
44881,3011,willing,O
44882,3011,to,O
44883,3011,give,O
44884,3011,assent,O
44885,3011,to,O
44886,3011,take,O
44887,3011,part,O
44888,3011,in,O
44889,3011,the,O
44890,3011,study,O
44891,3011,according,O
44892,3011,to,O
44893,3011,the,O
44894,3011,local,O
44895,3011,requirement,O
44896,3011,.,O
44897,3011,The,O
44898,3011,study,O
44899,3011,investigator,O
44900,3011,is,O
44901,3011,accountable,O
44902,3011,for,O
44903,3011,determining,O
44904,3011,a,O
44905,3011,child,O
44906,3011,'s,O
44907,3011,capacity,O
44908,3011,to,O
44909,3011,assent,O
44910,3011,to,O
44911,3011,participation,O
44912,3011,in,O
44913,3011,a,O
44914,3011,research,O
44915,3011,study,O
44916,3011,",",O
44917,3011,taking,O
44918,3011,into,O
44919,3011,consideration,O
44920,3011,any,O
44921,3011,standards,O
44922,3011,set,O
44923,3011,by,O
44924,3011,the,O
44925,3011,responsible,O
44926,3011,independent,O
44927,3011,ethics,O
44928,3011,committee,O
44929,3011,(,O
44930,3011,IEC,O
44931,3011,),O
44932,3011,.,O
44933,3011,(,O
44934,3011,2,O
44935,3011,),O
44936,3011,Subject,O
44937,3011,and,O
44938,3011,their,O
44939,3011,legal,O
44940,3011,guardian(s,O
44941,3011,),O
44942,3011,understand,O
44943,3011,that,O
44944,3011,the,O
44945,3011,study,O
44946,3011,requires,O
44947,3011,them,O
44948,3011,to,O
44949,3011,be,O
44950,3011,treated,O
44951,3011,on,O
44952,3011,an,O
44953,3011,outpatient,O
44954,3011,basis,O
44955,3011,.,O
44956,3011,(,O
44957,3011,3,O
44958,3011,),O
44959,3011,Subject,O
44960,3011,and,O
44961,3011,their,O
44962,3011,legal,O
44963,3011,guardian(s,O
44964,3011,),O
44965,3011,understand,O
44966,3011,that,O
44967,3011,they,O
44968,3011,must,O
44969,3011,comply,O
44970,3011,with,O
44971,3011,study,O
44972,3011,medication,O
44973,3011,and,O
44974,3011,study,O
44975,3011,assessments,O
44976,3011,including,O
44977,3011,recording,O
44978,3011,of,O
44979,3011,peak,O
44980,3011,expiratory,O
44981,3011,flow,O
44982,3011,and,O
44983,3011,rescue,O
44984,3011,SABA,O
44985,3011,use,O
44986,3011,",",O
44987,3011,attending,O
44988,3011,scheduled,O
44989,3011,study,O
44990,3011,visits,O
44991,3011,",",O
44992,3011,and,O
44993,3011,being,O
44994,3011,accessible,O
44995,3011,by,O
44996,3011,a,O
44997,3011,telephone,O
44998,3011,call,O
44999,3011,.,O
45000,3012,Conversion,B-Observation
45001,3012,to,I-Observation
45002,3012,laparotomy,B-Procedure
45003,3013,Emergent,O
45004,3013,re,B-Procedure
45005,3013,intervention,I-Procedure
45006,3014,Immunosuppression,B-Condition
45007,3015,Umbilical,B-Condition
45008,3015,hernia,I-Condition
45009,3016,Age,B-Person
45010,3016,=,O
45011,3016,18,O
45012,3016,years,O
45013,3017,Laparoscopic,O
45014,3017,cholecystectomy,B-Procedure
45015,3018,Emergent,O
45016,3018,/,O
45017,3018,elective,O
45018,3019,=,O
45019,3019,2,O
45020,3019,risk,B-Condition
45021,3019,factors,I-Condition
45022,3019,:,O
45023,3019,diabetes,B-Condition
45024,3019,mellitus,I-Condition
45025,3019,",",O
45026,3019,age,B-Person
45027,3019,=,O
45028,3019,70,O
45029,3019,years,O
45030,3019,",",O
45031,3019,BMI,O
45032,3019,=,O
45033,3019,30,O
45034,3019,",",O
45035,3019,fascial,B-Condition
45036,3019,enlargement,I-Condition
45037,3020,Other,O
45038,3020,tumor,B-Condition
45039,3020,type,O
45040,3020,than,O
45041,3020,adenocarcinoma,B-Condition
45042,3021,Central,B-Condition
45043,3021,nervous,I-Condition
45044,3021,system,I-Condition
45045,3021,(,I-Condition
45046,3021,CNS,I-Condition
45047,3021,),I-Condition
45048,3021,metastases,I-Condition
45049,3021,or,O
45050,3021,prior,O
45051,3021,radiation,B-Procedure
45052,3021,for,O
45053,3021,CNS,B-Condition
45054,3021,metastases,I-Condition
45055,3022,Gastric,B-Condition
45056,3022,outlet,I-Condition
45057,3022,obstruction,I-Condition
45058,3022,or,O
45059,3022,intestinal,B-Condition
45060,3022,obstruction,I-Condition
45061,3023,Evidence,B-Observation
45062,3023,of,I-Observation
45063,3023,gastrointestinal,B-Condition
45064,3023,bleeding,I-Condition
45065,3024,The,O
45066,3024,patient,O
45067,3024,has,O
45068,3024,bony,B-Condition
45069,3024,lesions,I-Condition
45070,3024,as,O
45071,3024,the,O
45072,3024,sole,O
45073,3024,evaluable,O
45074,3024,disease,O
45075,3024,.,O
45076,3025,Past,O
45077,3025,or,O
45078,3025,concurrent,O
45079,3025,history,B-Observation
45080,3025,of,I-Observation
45081,3025,neoplasm,B-Condition
45082,3025,other,O
45083,3025,than,O
45084,3025,stomach,B-Condition
45085,3025,cancer,I-Condition
45086,3025,",",O
45087,3025,except,O
45088,3025,for,O
45089,3025,curatively,O
45090,3025,treated,B-Procedure
45091,3025,non,B-Condition
45092,3025,-,I-Condition
45093,3025,melanoma,I-Condition
45094,3025,skin,I-Condition
45095,3025,cancer,I-Condition
45096,3025,or,O
45097,3025,in,B-Condition
45098,3025,situ,I-Condition
45099,3025,carcinoma,I-Condition
45100,3025,of,I-Condition
45101,3025,the,I-Condition
45102,3025,cervix,I-Condition
45103,3025,uteri,I-Condition
45104,3026,Pregnant,B-Condition
45105,3026,or,O
45106,3026,lactating,B-Condition
45107,3026,women,B-Person
45108,3026,",",O
45109,3026,women,B-Person
45110,3026,of,O
45111,3026,childbearing,B-Condition
45112,3026,potential,I-Condition
45113,3026,not,O
45114,3026,employing,O
45115,3026,adequate,O
45116,3026,contraception,B-Procedure
45117,3027,Other,O
45118,3027,serious,B-Condition
45119,3027,illness,I-Condition
45120,3027,or,O
45121,3027,medical,B-Condition
45122,3027,conditions,I-Condition
45123,3028,Unstable,B-Condition
45124,3028,cardiac,I-Condition
45125,3028,disease,I-Condition
45126,3028,despite,O
45127,3028,treatment,B-Procedure
45128,3028,",",O
